<ID|readonly|noverify>;<English>
152mm_53_palla_aphebc;152 mm APHEBC Palla
100mm_47_granata_dirompente_he;100 mm HE Dirompente
100mm_47_granata_perforante_aphe;100 mm APHE Perforante
100mm_47_granata_dirompente_contro_aerea_he_df;100 mm HE-TF Contro-aerea
40mm_39_he;40 mm HE
102mm_45_he;4 inch HE
102mm_45_df_he;4 inch HE-TF
102mm_45_vt_he;4 inch HE-VT
102mm_mark_va;4 inch SAP
weapons/uk_533mm_21in_mk5_torpedo;533 mm steam turbined Mk.V torpedo
weapons/uk_533mm_21in_mk5_torpedo/short;Mk.V
weapons/uk_622mm_24_5in_mk1_torpedo;622 mm Mk.I torpedo
weapons/uk_622mm_24_5in_mk1_torpedo/short;Mk.I
weapons/120mm_l_45_mark_8_naval_user_cannon;120 mm/45 L45 cannon
120mm_l_45_he;120 mm HE
weapons/depth_charge_de_wbg_mortar;WBG depth charge
weapons/depth_charge_de_wbg_mortar/short;WBG
weapons/150mm_l_48_c_36_naval_user_cannon;15 cm/48 KC/36 cannon
weapons/150mm_60_skc_25_naval_user_cannon;15 cm/60 SK C/25 cannon
150mm_pzgr_l_3_7;15 cm Pzgr. L/3.7 (m.Hb)
150mm_spgr_l_4_4_bdz;15 cm Spgr. L/4.4 Bdz (m.Hb)
150mm_spgr_l_4_4_kz_he;15 cm Spgr. L/4.4 Kz
150mm_spgr_l_4_5_kz_he;15 cm Spgr. L/4.5 Kz (m.Hb)
150mm_spgr_l_4_5_bdz_he;15 cm Spgr. L/4.5 Bdz (m.Hb)
150mm_spgr_l_4_5_ztz_he;15 cm Spgr. L/4.5 Zt.Z
150mm_spgr_l_4_6_kz_he;15 cm Spgr. L/4.5 Kz (m.Hb)
weapons/152mm_6inch_53_mk_12_naval_user_cannon;6 inch/53 Mk.12 cannon
weapons/152mm_6inch_47_mk_16_naval_user_cannon;6 inch/47 Mk.16 cannon
weapons/152mm_6inch_47_mk_16_dp_naval_user_cannon;6 inch/47 DP Mk.16 cannon
152mm_sc_mk27_ap;6 inch Mk.27 SC
152mm_hc_mk_34;6 inch Mk.34 HC
152mm_hc_mk_34_bf;6 inch Mk.34 HC (base fuze)
152mm_hc_mk_34_vt;6 inch Mk.34 HC-VT
152mm_47_ap_mk35;6 inch Mk.35 AP
weapons/28mm_75_mk_1_chicago_piano_naval_user_cannon;1.1 inch/75 Mk.1 automatic gun
weapons/28mm_75_mk_1_chicago_piano_naval_user_cannon/short;1.1 inch/75 Mk.1
25mm_mk1_sd;1.1 inch Mk.1 HE-T
weapons/102mm_50_4inch_mk9_naval_user_cannon;4 inch/50 Mk.9 cannon
102mm_hc_mk15;4 inch HC Mk.15
102mm_hc_mk15_bf;4 inch HC Mk.15 (base fuze)
102mm_sp_common_mk16;4 inch SP Common
weapons/76mm_3_23_mk4_naval_user_cannon;3 inch/23 Mk.4 cannon
76mm_mk3_common;3 inch Common Mk.3
76mm_mk26_aa;3 inch AA Mk.26
105mm_sprgr_l_44_kz;10.5 cm Sprgr. L/4.4 Kpf.Z
105mm_sprgr_l_44_bdz;10.5 cm Sprgr. L/4.4 Bd.Z
105mm_sprgr_l_44_ztz;10.5 cm Sprgr. L/4.4 Zt.Z
150mm_spgr_l_45_kz;15 cm Spgr. L/4.5 Kpf.Z
380mm_psgr_l_44_ap;Psgr. L/4.4
380mm_spr_gr_l_4_5_bdz;Sprgr. L/4.5
380mm_spr_gr_l_4_6_kz;Sprgr. L/4.6
weapons/105mm_l_65_naval_user_cannon;10.5 cm/65 SK C/33 cannon
weapons/150mm_l_55_naval_user_cannon;15 cm/65 SK C/28 cannon
weapons/380mm_52_skc_34_naval_user_cannon;38 cm/52 SK C/34 cannon
weapons/germ_380mm_skc34;38 cm SK C/34 naval cannon
30mm_of_83;30 mm HEF-I
30mm_f_83;30 mm HE
30mm_br_83;30 mm APT
weapons/30mm_ak_230_naval_user_cannon;30 mm AK-230 automatic cannon
weapons/30mm_ak_230_naval_user_cannon/short;AK-230
weapons/ussr_533mm_53_56_torpedo;533 mm 53-56 torpedo
weapons/ussr_533mm_53_56_torpedo/short;53-56
weapons/cannonBrowning-Colt_Mk12_Mod3;20 mm Browning-Colt Mk12 Mod 3 cannon
weapons/cannonBrowning-Colt_Mk12_Mod0;20 mm Browning-Colt Mk12 Mod 0 cannon
weapons/cannonGSh_23;23 mm GSh-23-2 cannon
football_kick;Kick
football_kick/name/short;SF
football_kick/name;Special football kick
football_jump;Jump
football_jump/name/short;SF
football_jump/name;Special football jump
weapons/152mm_football_user_cannon_orange;Football cannon
weapons/152mm_football_user_cannon_orange_jump;Football cannon
weapons/152mm_football_user_cannon;Football cannon
weapons/152mm_football_user_cannon_jump;Football cannon
weapons/152mm_football_user_cannon_without_effect;Secret football cannon
weapons/57mm_ak_725_naval_user_cannon;57 mm AK-725 automatized artillery system
weapons/57mm_ak_725_naval_user_cannon/short;AK-725
weapons/30mm_bp_30_mortar_naval_user_cannon;30 mm automatic grenade launcher BP Plamya
weapons/bomb_ussr_rbm;RBM mortar
weapons/bomb_ussr_rbm/short;RBM
weapons/76mm_ak_726_naval_user_cannon;76 mm/59 AK-726 automatized artillery system
weapons/76mm_ak_726_naval_user_cannon/short;AK-726
76mm_OF62_navy;76 mm HE OF-62
76mm_zs62_navy;76 mm HE ZS-62
weapons/ussr_400mm_set40_torpedo;400 mm SET-40 torpedo
weapons/ussr_400mm_set40_torpedo/short;SET-40
weapons/ussr_400mm_set72_torpedo;400 mm SET-72 torpedo
weapons/ussr_400mm_set72_torpedo/short;SET-72
weapons/bomb_ussr_rgb25;RBU-2500 mortar
weapons/bomb_ussr_rgb25/short;RBU-2500
180mm_of32_1928;180 mm OF-32
180mm_b32_1928;180 mm B-32
180mm_pb32_1928;180 mm PB-32
180mm_zs32_1928;180 mm ZS-32
weapons/180mm_60_b1k_naval_user_cannon;180 mm/60 B-1-K naval gun
weapons/180mm_60_b1k_naval_user_cannon/short;B-1-K
weapons/180mm_57_b1p_naval_user_cannon;180 mm/57 B-1-P naval gun
weapons/180mm_57_b1p_naval_user_cannon/short;B-1-P
weapons/100mm_56_b34_1940_naval_user_cannon;100 mm/56 B-34 universal naval cannon, pattern 1940
weapons/100mm_56_b34_1940_naval_user_cannon/short;B-34
100mm_f_56;100 mm F-56 HE
100mm_zs56_aa;100 mm ZS-56 HE
100mm_zs56r_vt;100 mm ZS-56R HE-VT
100mm_2_01542_aa;100 mm anti-air HE
100mm_1928_navy_HE;100 mm HE
weapons/100mm_50_minizini_naval_user_cannon;100 mm/50 Minizini naval gun
weapons/ussr_533mm_set65_torpedo;533 mm SET-65 torpedo
weapons/ussr_533mm_set65_torpedo/short;SET-65
weapons/ussr_450mm_45_36nu_1939_torpedo;450 mm wet-heating 45-36NU torpedo
weapons/ussr_450mm_45_36nu_1939_torpedo/short;45-36NU
weapons/102mm_60_1911_naval_user_cannon;102 mm/60 Pattern 1911 naval gun
weapons/102mm_60_1911_naval_user_cannon/short;102 mm Pattern 1911
102mm_mod1915_navy_HE;102 mm HE
102mm_mod191_navy_shrapnel;102 mm shrapnel
weapons/76mm_1914_lender_naval_user_cannon;76 mm Lender AA gun, pattern 1914/15
weapons/76mm_1914_lender_naval_user_cannon/short;76 mm Lender gun
76mm_sh_354p_navy_shrapnel;76 mm shrapnel
76mm_o_361k;76 mm O-361K
76mm_o_361d;76 mm O-361D
weapons/uk_450mm_18in_mk12_torpedo;18 inch Mk.XII torpedo
weapons/uk_450mm_18in_mk12_torpedo/short;Mk.XII
weapons/7_7mm_lewis_amg_1916_naval_user_machinegun;7.72 mm Lewis machine gun, pattern 1916
40mm_158R_hv_mk_ii;40 mm HE 2Pr Mk. II
40mm_158R_ap_mk_ii;40 mm AP
102mm_qf_navy_shrapnel;102 mm shrapnel
weapons/102mm_45_4in_bl_mark9_10_naval_user_cannon;102 mm/45 BL Mark IX cannon
weapons/40mm_39_2pdr_qf_mk8_pom_pom_naval_user_cannon;40 mm 2pdr QF Mk.VIII automatic cannon
76mm_qf_shrapnel_mk_i_navy_shrapnel;76 mm Mk.I shrapnel
weapons/76mm_3_40_12cwt_qf_mk5_naval_user_cannon;3 inch 12pdr 12 cwt QF Mk.V cannon
weapons/114mm_45_qf_mk4_naval_user_cannon;4.5 inch/45 QF Mark IV cannon
weapons/114mm_45_qf_mk5_naval_user_cannon;4.5 inch/45 QF Mark V cannon
weapons/114mm_45_qf_mk1_aa_naval_user_cannon;4.5 inch/45 QF Mark I cannon
uk_114mm_45_sap;4.5 inch SAP
uk_114mm_45_he;4.5 inch HE
uk_114mm_45_he_dist_fuse;4.5 inch HE-TF
uk_114mm_45_he_radio_fuse;4.5 inch HE-VT
weapons/102mm_33_4in_qf_mk23_naval_user_cannon;4 inch/33 QF Mk.XXIII naval cannon
weapons/bomb_uk_mk4;Mk.4 depth charge
weapons/bomb_uk_mk4/short;Mk.4 DC
weapons/20mm_mg151_20_1938_naval_user_cannon;20 mm MG 151/20 cannon
weapons/20mm_shvak_naval_user_cannon;20 mm ShVAK cannon
weapons/bomb_uk_hedgehog;Mk.10 ''Hedgehog'' mortar
weapons/bomb_uk_hedgehog/short;Mk.10
weapons/bomb_uk_mk15_hedgehog;Mk.15 Hedgehog mortar
weapons/bomb_uk_mk15_hedgehog/short;Mk.15
weapons/bomb_ussr_mbu600;MBU-600 mortar
weapons/bomb_ussr_mbu600/short;MBU-600 mortar
weapons/rocket_m14_launcher;140 mm BM-14-17 rocket launcher
weapons/rocket_m14_launcher/short;BM-14-17
30mm_vog_17a;30 mm HE grenade
45mm_f_73;45 mm F-73
76mm_ww_ii_he;76 mm HE shell
212mm_rgb25;RGB-25
212mm_rgb60;RGB-60
140mm_m_140of;M-140F
weapons/82mm_M8_naval_rocket_launcher;82 mm M-8 rocket
weapons/82mm_M8_naval_rocket_launcher/short;M-8 rocket
weapons/110mm_M8_naval_rocket_launcher;114 mm M8 rocket
weapons/110mm_M8_naval_rocket_launcher/short;M8 rocket
weapons/114mm_m7_naval_rocket_launcher;4.5inch Mk7 barrage rocket
weapons/114mm_m7_naval_rocket_launcher/short;Mk7 barrage rocket
weapons/127mm_25_5inch_mk13_naval_user_cannon;5 inch/25 Mk.13 AA cannon
127mm_25_aac_mk36;5 inch Mk.36 AAC
127mm_25_vt_aac_mk28;5 inch Mk.28 AAC-VT
weapons/130mm_55_obr1913_naval_user_cannon;130 mm/55 pattern 1913 cannon
130mm_obr1928_he;130 mm pat.1928 HE
130mm_obr1928_sap;130 mm pat.1928 SAP
130mm_obr1928_dist;130 mm dist. granade
weapons/ussr_533mm_53_39_torpedo;533 mm 53-39 torpedo
weapons/ussr_533mm_53_39_torpedo/short;53-39
weapons/76mm_55_39k_naval_user_cannon;76 mm/55 39-K cannon
weapons/88mm_76_skc_32_naval_user_cannon;8.8 cm/76 SK C/32 anti-air cannon
88mm_sprgr_32;8.8 cm Sprgr. 32 L/4.5
88mm_sprgr_ztz;8.8 cm Sprgr. L/4.5 Zt.Z
weapons/133mm_5_25inch_50_qf_mk1_naval_user_cannon;5.25 inch/50 QF Mark I cannon
133mm_qf_mk1_he;5.25 inch HE
133mm_qf_mk1_vt_he;5.25 inch HE-VT
133mm_mark_ii_sap;5.25 inch Mark II SAP
weapons/bomb_ussr_rgb60;RBU-6000 mortar
weapons/bomb_ussr_rgb60/short;RBU-6000
152mm_50_5_10crh_he;6 inch HE
152mm_50_5_10crh_df_he;6 inch HE-TF
152mm_50_5_10crh_vt_he;6 inch HE-VT
152mm_50_5_10crh_cpbc;6 inch CPBC
130mm_naval_pb_46a;130 mm PB-46A SAPBC
130mm_aa_zs_46p;130 mm ZS-46R HE-VT
130mm_naval_of_46;130 mm OF-46 HE
76mm_naval_br_361;76 mm BR-361
85mm_naval_o_365m;85 mm O-365M
85mm_naval_o_365k;85 mm O-365K
85mm_naval_br_365;85 mm BR-365
45mm_naval_br_240_ap;45 mm BR-240
76mm_naval_of_350m;76 mm OF-350M
76mm_naval_br_350a;76 mm BR-350A
weapons/7_7mm_80_type_92_naval_user_machinegun;7.7 mm Type 92 machine gun
weapons/7_7mm_type_89_naval_user_machinegun;7.7 mm Type 89 machine gun
weapons/7_7mm_darne_mle1922_naval_user_machinegun;7.7 mm Darne M1922 machine gun
37mm_jp_type_94_aphe;37 mm APHE
37mm_jp_type_94_he;37 mm HE
weapons/37mm_type_94_naval_user_cannon;37 mm Type 94 cannon
weapons/37mm_type_4_naval_user_cannon;37 mm Type 4 naval cannon
weapons/20mm_type_98_naval_user_cannon;20 mm Type 98 autocannon
weapons/6_5mm_type_38_1907_naval_user_machinegun;6.5 mm Type 38 pattern 1907 machine gun
weapons/37mm_type_11_naval_user_cannon;37 mm Type 11 pattern 1922 cannon
37mm_jp_type_11_he;37 mm HE
weapons/57mm_type_97_1937_naval_user_cannon;57 mm Type 97 pattern 1937 tank cannon
weapons/20mm_type_98_twin_type4_naval_user_cannon;20 mm Type 98 autocannon at Type 4 mount
weapons/152mm_6inch_50_qf_mk_5_naval_user_cannon;6 inch/50 QF Mark N5 cannon
152mm_50_qf_mk5_navy_ap;6 inch AP
152mm_50_qf_mk5_navy_he;6 inch HE
152mm_50_qf_mk5_navy_vt_he;6 inch HE-VT
weapons/76mm_70_mark_6_naval_user_cannon;3 inch/70 Mark 6 cannon
76mm_nc101_navy_he_vt;3 inch NC101 HE-VT
76mm_jp_type90_he;75 mm type 90 HE
76mm_jp_type90_he_tf;75 mm type 90 HE-TF
76mm_jp_type95_he;75 mm type 95 AP
weapons/75mm_type_88_aa_naval_user_cannon;75 mm Type 88 AA cannon
weapons/jp_610mm_type93_model_1_mod2_torpedo; Long Range Hole Poking Device Model 1, Mod 2 torpedo
weapons/jp_610mm_type93_model_1_mod2_torpedo/short; Long Range Hole Poking Device
weapons/jp_610mm_type93_model_3_torpedo; Long Range Hole Poking Device Model 3 torpedo
weapons/jp_610mm_type93_model_3_torpedo/short; Long Range Hole Poking Device
20mm_mk_149_apds;20 mm Mk.149 APDS
130mm_srboc;130 mm cartridge
weapons/40mm_62_hi_type91_naval_user_cannon;40 mm/62 Vickers autocannon
weapons/120mm_45_type_3_naval_user_cannon;120 mm/45 3rd Year Type cannon
120mm_common_type1;120 mm Type 1 HE
120mm_jp_type_0;120 mm Type 0 HE
120mm_type1_sap;120 mm Type 1 SAP
127mm_jp_type_1;127 mm Type 1 HE
127mm_jp_type_1_tf;127 mm HE-TF
weapons/20mm_jm61_rfs_vulcan_naval_user_cannon;20 mm rotary cannon JM61
weapons/20mm_jm61_rfs_vulcan_naval_user_cannon/short;20 mm JM61
weapons/20mm_jm61_m_vulcan_naval_user_cannon;20 mm rotary cannon JM61
weapons/20mm_jm61_m_vulcan_naval_user_cannon/short;20 mm JM61
weapons/140mm_50_3rd_year_type_14_naval_user_cannon;140 mm/50 3rd Year Type cannon
140mm_1940_type0_he;140 mm type 0 HE
140mm_1940_type0_he_tf;140 mm type 0 HE-TF
140mm_1940_type2_sap;140 mm type 2 SAP
140mm_1934_mod1_sap;140 mm mod 1 SAP
weapons/80mm_40_3rd_year_type_naval_user_cannon;8 cm/40 3rd Year Type cannon
80mm_common_type_0;76.2 mm type 0 HE
weapons/jp_533mm_type6_torpedo;533 mm Type 6 wet-heater torpedo
weapons/jp_533mm_type6_torpedo/short;Type 6
weapons/200mm_50_3rd_year_type_no1_naval_user_cannon;20 cm/50 3rd year type No.1 cannon
200mm_type4_common_he;200 mm HE common
200mm_type88_no6_apc;200 mm Type 88 APCBC
weapons/jp_610mm_type8_no2_torpedo;610 mm Type 8 No.2 wet-heater torpedo
weapons/jp_610mm_type8_no2_torpedo/short;Type 8 No.2
203mm_type91_ap;20.3 cm Type 91 AP
203mm_type91_common_he;20.3 cm Type 91 common HE
203mm_type0_he;20.3 cm Type 0 HE
203mm_type0_he_tf;20.3 cm Type 0 HE-TF
weapons/203mm_50_3rd_year_type_no2_naval_user_cannon;20 cm/50 3rd year type No.2 cannon
weapons/120mm_45_10th_year_type_naval_user_cannon;120 mm/45 10th year type cannon
weapons/152mm_50_type_41_naval_user_cannon;15 cm/50 Type 41 cannon
152mm_type4_sap;152 mm Type 4 SAP
152mm_type0_he;152 mm Type 0 HE
152mm_type0_he_tf;152 mm Type 0 HE-TF
weapons/80mm_60_type_98_naval_user_cannon;8 cm/60 Type 98 cannon
80mm_common_type_98;76.2 mm Type 98 HE
80mm_common_type_98_tf;76.2 mm Type 98 HE-TF
weapons/13_2mm_76_type93_naval_user_machinegun;13.2 mm Type 93 machine gun
weapons/76mm_50cal_mk33_twin_naval_user_cannon;3 inch/50 Mk.33 cannon
weapons/76mm_50_eu_mk33_twin_naval_user_cannon;76 mm/50 Mk.33 cannon
weapons/jp_324mm_mark_46_torpedo;12.75 inch Mark 46 torpedo
weapons/jp_324mm_mark_46_torpedo/short;Mark 46
weapons/us_324mm_mark_44_torpedo;12.75 inch Mark 44 torpedo
weapons/us_324mm_mark_44_torpedo/short;Mark 44
weapons/203mm_60_skc_34_naval_user_cannon;20.3 cm/60 SK C/34 cannon
203mm_spgr_l_4_7_kz_he;20.3 cm L/4.7 Kz HE
203mm_pzgr_l_4_4;20.3 cm L/4.4 (m.Hb) APBC
203mm_sprgr_l_4_7_bdz_he;20.3 cm L/4.7 Bdz (m.Hb) SAP
105mm_pzrg_l_4_2_apc;10.5 cm L/4.2 AP
weapons/105mm_60_sk_c33_naval_user_cannon;10.5 cm/60 SK C/33 AA cannon
weapons/105mm_60_sk_c33_df_naval_user_cannon;10.5 cm/60 SK C/33 AA cannon
weapons/102mm_45_4in_qf_mark15_naval_user_cannon;4 inch/45 Mark XVI cannon
weapons/152mm_57_b38_naval_user_cannon;152 mm/57 B-38 cannon
152mm_of35;152 mm OF-35 HE
152mm_b35;152 mm B-35 AP
152mm_pb35;152 mm PB-35 SAP
152mm_zs35;152 mm ZS-35 AA
weapons/100mm_70_sm_5_1_naval_user_cannon;100 mm/70 SM-5-1 cannon
100mm_of_55;100 mm OF-55 HE
100mm_zs_55;100 mm ZS-55 AA
100mm_f_55;100 mm F-55 HE-F
100mm_zs_55r;100 mm ZS-55R AA-VT
weapons/37mm_67_70k_twin_v11_naval_user_cannon;37 mm/67 twin automatic V-11 cannon
weapons/127mm_5_40_type_89_naval_user_cannon;5 inch/40 Type 89 cannon
weapons/uk_533mm_21in_mk9_torpedo;533 mm Mk.IX wet-heater torpedo
weapons/uk_533mm_21in_mk9_torpedo/short;Mk.IX
weapons/82mm_bm_37_mortar_naval_user_cannon;82 mm BM-37 mortar
82mm_o_832_he;82 mm O-832 mortar bomb
weapons/bomb_ussr_82mm_o_832;82 mm BM-37 mortar
weapons/bomb_ussr_82mm_o_832/short;82 mm BM-37
weapons/203mm_55_8inch_mk14_naval_user_cannon;8 inch/55 Mark 14 cannon
203mm_mk_14_common;8 inch Mk.14 Common
203mm_mk_19_apc;8 inch Mk.19 APCBC
203mm_mk25_hc;8 inch Mk.25 HC
203mm_mk17_special_common;8 inch Mk.17 SP Common
weapons/6_5mm_type_3_naval_user_machinegun;6.5 mm Maxim machine gun
weapons/190mm_7_5inch_45_bl_mk6_naval_user_cannon;7.5 inch/45 BL Mk.VI cannon
190mm_45_bl_sap;7.5 inch SAPC
190mm_45_bl_he;7.5 inch HE
weapons/127mm_38_mk12_turret_mk21_single_naval_user_cannon;5 inch/38 Mk.12 cannon, mount Mk.21
weapons/127mm_38_mk12_turret_mk22_twin_naval_user_cannon;5 inch/38 Mk.12 cannon, mount Mk.22
weapons/127mm_38_mk12_turret_mk30_single_naval_user_cannon;5 inch/38 Mk.12 cannon, mount Mk.30
weapons/127mm_38_eu_mk12_turret_mk30_single_naval_user_cannon;127 mm/38 Mk.12 cannon, mount Mk.30
weapons/127mm_38_mk12_turret_mk38_twin_naval_user_cannon;5 inch/38 Mk.12 cannon, mount Mk.38
weapons/127mm_38_mk12_turret_mk28_twin_naval_user_cannon;5 inch/38 Mk.12 cannon, mount Mk.28
weapons/283mm_52_skc_28_naval_user_cannon;283 mm/52 SK C/28 cannon
283mm_sprgr_l_4_2_kz;283 mm Spgr L/4.2 Kz HE
283mm_spgr_l_4_2_bdz;283 mm Spgr L/4.2 Bdz SAP
283mm_psgr_l_3_7;283 mm Psgr L/3.7 APBC
weapons/150mm_55_skc_28_naval_user_cannon;15 cm/55 SK C/28 cannon
320mm_rur4;320 mm RUR-4 antisubmarine rocket
320mm_rur/short;RUR-4
weapons/320mm_mk108_weapon_alfa_rocket_launcher;320 mm Mark 108 Weapon alfa antisubmarine rocket launcher
weapons/320mm_mk108_weapon_alfa_rocket_launcher/short;320 mm Mk. 108
weapons/155mm_60_type_3_naval_user_cannon;155 mm/60 3rd Year Type cannon
155mm_60_type0_he;155 mm Type 0 HE
155mm_60_type91_ap;155 mm Type 91 APHE
weapons/jp_533mm_type89_torpedo;533 mm Type 89 torpedo
weapons/jp_533mm_type89_torpedo/short;533 mm Type 89
weapons/jp_533mm_type89_1929_mod1_torpedo;533 mm Type 89 torpedo
weapons/jp_533mm_type89_1929_mod1_torpedo/short;533 mm Type 89
weapons/purposeType/AIR_TO_AIR;To hit air targets
weapons/purposeType/AIR_TO_GROUND;To hit ground targets
weapons/purposeType/AIR_TO_SEA;To hit sea targets
weapons/purposeType/ARMORED;To hit armored targets
weapons/purposeType/UNIVERSAL;Multi-purpose weapon
weapons/purposeType/FAVORITE;Favorite weapon
weapons/purposeType/CUSTOM;User weapon
weapons/203mm_50_8inch_mk8_naval_user_cannon;8 inch/50 Mark VIII cannon
203mm_50_mk_ib_sapcbc;8 inch Mark I.B. SAPCBC
203mm_50_mk8_he;8 inch HE
weapons/45mm_89_sm_20_zif_naval_user_cannon;45 mm/89 SM-20-ZIF automatic cannon
45mm_f75_he;45 mm F-75 HE
45mm_or75_heit;45 mm OR-75 HEF-T
weapons/130mm_58_sm_2_1_naval_user_cannon;130 mm/58 SM-2-1 cannon
130mm_naval_of_42;130 mm OF-42 HE
130mm_naval_pb_42;130 mm PB-42 SAP
130mm_aa_zs_42p;130 mm ZS-42R HE-VT
weapons/100mm_55_mle_1953_naval_user_cannon;100 mm/55 MLE model 53 cannon
100mm_oea_f1_he;100 mm OEA F1 HE
100mm_opf_f4_aavt;100 mm OPF F4 PFHE
375mm_erika;375 mm M/50 Bofors anti submarine rocket launcher
weapons/bomb_de_375mm_erika;375 mm M/50 Bofors anti submarine rocket launcher
weapons/bomb_de_375mm_erika/short;M/50 Bofors
weapons/us_533mm_21in_mark35_torpedo;533 mm Mark 35 torpedo
weapons/us_533mm_21in_mark35_torpedo/short;533 mm Mk. 35
weapons/120mm_45_type_10_naval_user_cannon;120 mm/45 Type 10 cannon
weapons/6_5mm_fiat_mod26_naval_user_machinegun;6.5 mm Fiat Model 26 machine gun
weapons/13_2mm_76_breda_mod31_naval_user_machinegun;13.2 mm Breda Model 31 machine gun
weapons/it_450mm_si170_torpedo;450 mm wet-heater torpedo S.I.170/450X5,25
weapons/it_450mm_si170_torpedo/short;S.I.170
weapons/203mm_50_ansaldo_mod1924_naval_user_cannon;203 mm/50 Ansaldo mod.1924 cannon
weapons/203mm_50_ansaldo_mod1927_naval_user_cannon;203 mm/53 Ansaldo mod.1927 cannon
203mm_50_53_gr_dir_he;203 mm HE Dirompente
203mm_50_53_gr_dir_contro_aerea_he;203 mm HE-TF Contro-aerea
203mm_50_53_gr_perf_aphebc;203 mm APHEBC Perforante
weapons/37mm_54_breda_mod1938_mod32_watercool_twin_naval_user_cannon;37 mm/54 Breda Mod.32 autocannon
weapons/37mm_54_breda_mod1938_mod38_aircool_twin_naval_user_cannon;37 mm/54 Breda Mod.38 autocannon
weapons/37mm_54_breda_mod1938_mod39_aircool_single_naval_user_cannon;37 mm/54 Breda Mod.39 autocannon
37mm_gr_tracciante_da37ca_he_t;37 mm HE-TF DA 37 c.a.
weapons/40mm_l70_bofors_oto_breda_naval_user_cannon;40 mm/70 Breda-Bofors type 107 autocannon
40mm_apfs_ds;40 mm APFSDS
40mm_bofors_breda_hei_t;40 mm HEI-T
40mm_bofors_breda_he_pff;40 mm HE-PFF
weapons/rocket_nettuno_mk1_naval_rocket_launcher;8.1 inch Nettuno anti-ship missile launcher
weapons/rocket_nettuno_mk1_naval_rocket_launcher/short;Nettuno
nettuno_mk1_asw;Nettuno Mk.1 anti-ship missile
weapons/120mm_45_oto_1926_naval_user_cannon;120 mm/45 O.T.O. Mod. 1926 cannon
120mm_45_granata_dirompente_he;120 mm HE Dirompente
120mm_45_granata_perforante_ap;120 mm APBC Perforante
120mm_45_granata_dirompente_contro_aerea_he;120 mm HE-TF Contro-aerea
weapons/20mm_70_isotta_fraschini_mod1939_naval_user_cannon;20 mm/70 Scotti-Isotta Fraschini mod.1939 autocannon
weapons/135mm_45_oto_mod1938_naval_user_cannon;135 mm/45 O.T.O. Mod. 1937 cannon
135mm_45_gr_dir_he;135 mm HE Dirompente
135mm_45_gr_perf_aphebc;135 mm APHEBC Perforante
135mm_45_gr_dir_contro_aerea_he_tf;135 mm HE-TF Contro-aerea
weapons/6_5mm_breda_mod30_naval_user_machinegun;6.5 mm Breda Mod.30 machine gun
weapons/20mm_oerlikon_3s_single_naval_user_cannon;20 mm/70 Oerlikon 3S autocannon
weapons/germ_mine_emc;EMC moored contact mine
weapons/germ_mine_emc/short;EMC
weapons/germ_mine_emd;EMD moored contact mine
weapons/germ_mine_emd/short;EMD
weapons/germ_mine_emf;EMF moored magnetic mine
weapons/germ_mine_emf/short;EMF
weapons/it_mine_elia145_1925;Vickers-Elia 145/1925 moored magnetic mine
weapons/it_mine_elia145_1925/short;VE 145
weapons/it_mine_bollo_p125_1932;Bollo P.125/1932 moored contact mine
weapons/it_mine_bollo_p125_1932/short;P.125
weapons/it_mine_bollo_p200_p5;Bollo P.200/1936 moored contact mine
weapons/it_mine_bollo_p200_p5/short;P.200
weapons/jp_mine_mk6_mod1;Mk.6 mod1 moored contact mine
weapons/jp_mine_mk6_mod1/short;Mk.6
weapons/jp_mine_type88_mod1;Type 88 mod1 moored contact mine
weapons/jp_mine_type88_mod1/short;Type 88
weapons/jp_mine_type93_mod1;Type 93 mod1 moored contact mine
weapons/jp_mine_type93_mod1/short;Type 93
weapons/ussr_mine_1908_1939_115;Pattern 1908/39 moored contact mine
weapons/ussr_mine_1908_1939_115/short;Pat. 1908/39
weapons/ussr_mine_1912_100;Pattern 1912 moored contact mine
weapons/ussr_mine_1912_100/short;Pat. 1912
weapons/ussr_mine_amd_1000;AMD-1000 aircraft laid magnetic ground mine
weapons/ussr_mine_amd_1000/short;AMD-1000
weapons/ussr_mine_kb1_1931;KB-1 pattern 1931 moored contact mine
weapons/ussr_mine_kb1_1931/short;KB-1
weapons/ussr_mine_kb3_1940;KB-3 pattern 1940 moored contact mine
weapons/ussr_mine_kb3_1940/short;KB-3
weapons/ussr_mine_kmd2_500;KMD-2-500 magnetic ground mine
weapons/ussr_mine_kmd2_500/short;KMD-2-500
weapons/ussr_mine_kmd2_1000;KMD-2-1000 magnetic ground mine
weapons/ussr_mine_kmd2_1000/short;KMD-2-1000
weapons/ussr_mine_m26;M-26 moored contact mine
weapons/ussr_mine_m26/short;M-26
weapons/ussr_mine_r1;R-1 moored contact mine
weapons/ussr_mine_r1/short;R-1
weapons/ussr_mine_yam43;YAM-43 small moored contact coastal mine
weapons/ussr_mine_yam43/short;YAM-43
weapons/ussr_mine_mirab;MIRAB magnetic ground mine
weapons/ussr_mine_mirab/short;MIRAB
weapons/us_mine_mk13_mod0;1000 lbs Type A Mark I aircraft laid magnetic mine
weapons/us_mine_mk13_mod0/short;Mk 13 Mod 0
weapons/uk_mine_type_a_mk1;1500 lbs Type A Mark I aircraft laid magnetic mine
weapons/uk_mine_type_a_mk1/short;Type A Mk I
